transaction_id,customer_id,transaction_time,amount,currency,merchant,merchant_category,arn,entry_mode,card_bin6,card_last4,card_masked,card_type,card_expiry,transaction_result,is_fraud,name,email,phone,region,country,created_at,risk_score
5bdb5859-c938-477a-a455-87bd95a4c7d6,2d1e418e-e1d1-448e-b37d-c9ff9397357c,2024-11-06 10:27:33,224.56,EUR,Pierce Inc,gaming,4761182d0a9747079b6ac2d8,chip,529220,9462,XXXX-XXXX-XXXX-9462,VISA,06/24,approved,0,Patrick White,oliviamontes@gmail.com,885.135.0365x007,YE,Jordan,2025-08-05,0.382
754c439a-9a98-4584-8311-76ea5184de25,83e791c8-5885-4602-a058-10b6d8ff60f3,2025-02-23 13:31:29,186.82,EUR,Roberts-Richardson,pharmacy,8f7f3bc627094d1e901684b5,ecommerce,528608,8583,XXXX-XXXX-XXXX-8583,VISA,08/30,approved,0,Gary Buck,john21@gmail.com,001-280-725-4765x2563,LV,Marshall Islands,2025-01-30,0.896
db43bd0e-8b08-4a25-9fbc-4da0bf82ffcd,4c59acc9-b485-45e3-a533-51e6ee6117aa,2024-11-15 01:25:53,132.52,EUR,"Hodges, Ramos and Reynolds",fashion,4d7de095ec774f24b317423a,magstripe,444431,8883,XXXX-XXXX-XXXX-8883,DISCOVER,10/30,approved,0,Victor Perez,owenstiffany@yahoo.com,(622)206-4667x0657,Massachusetts,Japan,2025-02-10,0.626
3850edb9-396c-4e31-bd54-9f41374c0829,c8487dc9-7ae0-4aae-b2e8-55f944596919,2024-12-20 17:19:40,167.76,EUR,White-Dominguez,pharmacy,14927a8b83aa49e5a2d928fc,chip,471066,1282,XXXX-XXXX-XXXX-1282,MASTERCARD,05/27,approved,0,Edward Hamilton,christophermedina@hotmail.com,866.304.2536,Maryland,British Virgin Islands,2025-02-16,0.362
e0d16989-52a6-4f36-9d9f-e48013c6f807,fb0b4dad-111a-4d76-aec1-abc9aea474f7,2025-07-13 06:29:45,254.33,EUR,"Carpenter, Black and Brown",travel,ac52c64786c041be8baa6eb4,magstripe,427133,7364,XXXX-XXXX-XXXX-7364,VISA,09/28,approved,0,Kimberly Harvey,josephdaniel@gmail.com,+1-516-549-8707x825,VE,Samoa,2025-08-05,0.388
d59198a2-4edd-4c7d-b38b-35011f1e845f,740663bd-0111-499d-980c-acc2dc1aa6d5,2025-05-18 11:24:30,140.73,EUR,Horne-Peterson,gaming,6649b3a247ee46bca3f4e9a2,ecommerce,473398,1203,XXXX-XXXX-XXXX-1203,VISA,01/27,approved,0,Keith Miller,hurleyjason@hotmail.com,001-438-827-0627x1796,DO,Iraq,2025-10-07,0.921
3bd4e4ec-ed39-4d09-99c7-60cbf8608cd5,edb4130f-399a-4ee8-9e65-89cf4654ac8d,2025-01-31 09:47:11,150.26,EUR,Aguilar-Quinn,travel,9875d1084b0d4a949002fe1c,chip,508994,437,XXXX-XXXX-XXXX-0437,VISA,05/30,approved,0,Megan Graham,hoffmancourtney@yahoo.com,314.826.5779,GB,Zambia,2024-10-19,0.583
a40f534f-2ab2-4fcf-8adb-4eca12484e23,a704bdc0-3710-47fe-a4d0-aed7bba9bbd6,2025-05-21 18:09:48,320.3,EUR,"Gonzalez, Salas and Alexander",fashion,00ecaef851fe4da8af670b72,wallet,549219,9152,XXXX-XXXX-XXXX-9152,AMEX,05/26,approved,0,Christopher Holder,fwilcox@gmail.com,(214)342-0185x88842,Colorado,Guatemala,2025-07-18,0.446
48bf163b-f71d-4f74-994c-ee6bc0e41fd1,a5f53fda-7b49-4faf-b0b3-b153f4575762,2025-04-01 11:00:30,122.88,EUR,Cole-Foster,gaming,cab2b8b5d89a49a096932779,wallet,519679,3980,XXXX-XXXX-XXXX-3980,MASTERCARD,03/25,approved,0,Dawn Jones,wterrell@yahoo.com,0248152051,Pennsylvania,Faroe Islands,2024-10-14,0.554
16d4372c-0f23-4848-be42-b0811885e3ff,6041b4a8-84f9-4498-94b2-2af3f96a3b0c,2025-01-04 00:39:26,192.84,EUR,Harris-Brown,electronics,c419ff2bde19412fb267a9f2,magstripe,537526,3868,XXXX-XXXX-XXXX-3868,VISA,04/30,approved,0,Rodney Lutz,davidhudson@yahoo.com,054-271-6622,Idaho,Bouvet Island (Bouvetoya),2024-12-01,0.923
6f06a66d-0322-4bed-8441-8ae18092500b,0cdd6b0c-3c37-4d90-847f-0e224d21b692,2025-06-15 12:11:15,229.23,EUR,Wood-Mays,gaming,1e423bc997934c4daba5b450,wallet,510287,3254,XXXX-XXXX-XXXX-3254,AMEX,09/24,approved,0,Lisa Moore,rachelwood@gmail.com,469-142-6831x4908,New York,New Zealand,2025-02-11,0.458
d03e204f-b992-494e-9165-fa88ac539985,ec5a46e4-d170-4e59-960f-e8842cf43e89,2025-05-10 10:28:59,177.37,EUR,Jenkins-Townsend,restaurant,539ffa17027946159b4bd346,contactless,547095,6371,XXXX-XXXX-XXXX-6371,VISA,11/28,approved,0,Laura Ross,sflynn@hotmail.com,(520)675-9227x02841,YE,Tokelau,2025-07-25,0.188
26126422-4a4f-48a2-85ab-54a9de339407,3c2e124a-a29d-4e3f-9254-27df057b2ab6,2024-11-07 15:49:20,136.42,EUR,"Boyer, Lamb and Woods",pharmacy,bf231ab2e11f4df9bfa82e78,wallet,486554,7374,XXXX-XXXX-XXXX-7374,VISA,04/24,approved,0,Sue Juarez,heather49@hotmail.com,001-849-242-3681x49159,Rhode Island,Thailand,2025-05-19,0.081
65bf8323-34e1-4efe-9545-67d741489b38,0cae5b6e-f769-40d5-a6a7-aa1446800124,2025-04-06 22:25:31,239.65,EUR,"Wheeler, Conner and Young",restaurant,878aba91899941f9969926dd,magstripe,490834,25,XXXX-XXXX-XXXX-0025,DISCOVER,08/27,approved,0,Ruth Collins,lauren66@yahoo.com,001-691-108-0693x252,Georgia,Paraguay,2025-04-16,0.954
55b2f509-d503-42da-97c8-297dd2a4cfbf,e0399438-2ca8-407b-b55f-c4deaa8298c8,2025-02-07 22:51:01,266.06,EUR,Cline LLC,pharmacy,feb52bee50524b81a427b3b7,chip,460551,7970,XXXX-XXXX-XXXX-7970,VISA,01/25,approved,0,David Castaneda,townsendbryan@gmail.com,506.222.2148,Hawaii,Korea,2025-01-04,0.967
36b4184d-e79f-4d73-8ffd-02949b597302,d32f045b-5b6f-431b-9069-1d5950f50412,2025-06-16 02:57:00,292.29,EUR,Thomas-Lee,restaurant,dca0b2dd396a479cb2361ac3,ecommerce,402163,9749,XXXX-XXXX-XXXX-9749,VISA,12/28,approved,0,Michael Miller,wilsonashley@hotmail.com,001-948-233-1983x64222,Rhode Island,Senegal,2025-04-21,0.871
3836431a-20f1-4558-bae9-6c96ba062bc5,dc808aaa-c7f7-43f0-bd07-df6115c2813d,2025-05-31 20:29:43,210.86,EUR,Diaz and Sons,travel,109e736f62d341ec8597c67f,chip,531542,3557,XXXX-XXXX-XXXX-3557,VISA,09/24,approved,0,Tommy Arnold,guzmanvictoria@gmail.com,027.484.1079x61373,CZ,Togo,2025-01-04,0.248
e6cb4bbd-f19f-46a1-ab75-283774e196c2,ff6c29a0-3bd3-4e8b-a1b2-833f94bcb27a,2025-04-27 05:29:27,169.45,EUR,"Rodriguez, Frey and Reed",fashion,7f05304ea9bc485da0e3a822,contactless,486368,9389,XXXX-XXXX-XXXX-9389,MASTERCARD,03/24,approved,0,Mary Meyer,ywaller@yahoo.com,001-906-653-1150x9724,Rhode Island,Timor-Leste,2024-12-31,0.721
6622b057-432b-410f-a18f-8894b32012d9,bed1b64e-0b00-45a9-ad0c-fd7301a72a09,2024-11-07 15:22:03,124.22,EUR,"Guzman, Newton and Reid",electronics,1635d89665fb4dee80810c64,ecommerce,434715,7135,XXXX-XXXX-XXXX-7135,MASTERCARD,09/25,approved,0,Christopher Meyer,marierichmond@gmail.com,6177139406,New Hampshire,Nicaragua,2025-01-29,0.912
a8f59a58-e537-4733-a51e-76376e37aa40,d03ffb7b-0056-439b-9002-3bbc637c6b77,2025-09-13 12:10:41,385.32,EUR,"Mitchell, Dixon and Perez",pharmacy,58008f3881b248959112f981,contactless,419331,9838,XXXX-XXXX-XXXX-9838,VISA,12/26,approved,0,Julie Harvey,jdean@gmail.com,443.715.9627x48647,Iowa,Chile,2025-09-17,0.336
94319095-f62c-42fe-a918-0b5bc4b6f5ee,9ca37a8b-beac-4824-9da2-a2d974ac5cd8,2024-10-17 00:03:16,339.32,EUR,"Rodriguez, Garcia and Holland",gaming,431ab365fea647dd96279d70,contactless,548719,9346,XXXX-XXXX-XXXX-9346,VISA,10/27,approved,0,Melissa Willis,jacob75@gmail.com,001-660-140-9669,Oklahoma,Mauritania,2025-04-24,0.788
c9444a1b-6734-4d1b-8418-3af9483f7d57,47f39b4c-8801-403f-9367-287c69e504b7,2025-06-14 14:20:30,120.96,EUR,Thomas-Gay,travel,688cfe0d144a47fa9de1640c,magstripe,474432,9712,XXXX-XXXX-XXXX-9712,AMEX,05/26,approved,0,Nathan Graham,robertberry@yahoo.com,001-783-543-8957x8832,Missouri,Saudi Arabia,2025-05-19,0.282
d91e97b2-0c91-4edb-b265-39c088678362,5ed4b023-0f31-4603-ad88-31402a850489,2025-01-14 00:18:18,89.59,EUR,Santana-Evans,pharmacy,c5cd782390b94a669e4b07bb,chip,427817,978,XXXX-XXXX-XXXX-0978,VISA,10/28,approved,0,Michael Smith,chandlermichael@hotmail.com,+1-666-166-3388x051,New York,Dominican Republic,2024-10-14,0.453
2a6efe75-cf77-4610-a01f-ebbf139e78c2,511d817b-80bc-4e22-80e2-2ff6e89a0144,2025-08-12 15:47:02,247.65,EUR,"Anderson, Burnett and Ramos",electronics,6b046cb8e97d49aeaf1d0fb6,wallet,491050,4369,XXXX-XXXX-XXXX-4369,VISA,07/29,approved,0,Antonio Barr,murraymichelle@yahoo.com,194-926-4215,Oregon,Morocco,2025-06-25,0.44
8adc4b00-5291-4687-979b-88071799a064,e2778082-0751-4a9f-a1b7-4818388b51d0,2025-05-11 09:25:10,224.47,EUR,Nelson-Rose,travel,622a0437ff7140baac524c3d,contactless,442442,5979,XXXX-XXXX-XXXX-5979,MASTERCARD,03/29,approved,0,Amber Chapman,imoss@hotmail.com,(394)832-5285x42913,New York,Argentina,2025-03-16,0.04
d1c0438e-0744-4785-b663-a3c6ce79ab7c,0f39fa4d-2e43-41d3-98dc-273b0b4a8b94,2024-11-06 05:13:25,231.44,EUR,"Bass, Mccann and Davis",electronics,ae4d3510d1884893a15507eb,chip,437722,9094,XXXX-XXXX-XXXX-9094,MASTERCARD,10/28,approved,0,John Boone,wolfelisa@hotmail.com,(392)789-8156,Minnesota,Kenya,2025-06-26,0.236
78b5f704-a9df-4a00-a961-723f0bbb0515,fe79283a-8bc3-45dc-b9c9-6b8c82285c00,2025-09-14 12:20:46,144.18,EUR,"Cruz, Dean and Larsen",electronics,3d0e6f6f30b146c0bde53256,ecommerce,457096,8493,XXXX-XXXX-XXXX-8493,MASTERCARD,10/29,approved,0,Janet Ramirez,jose69@hotmail.com,(751)728-4879x817,Minnesota,Saint Pierre and Miquelon,2025-03-17,0.686
f8229991-b276-4cda-a0f1-f10a7fbfcf87,c4c4f5ec-8ccb-4add-848d-d50f6f10498e,2025-01-11 00:20:49,119.43,EUR,Krueger Group,travel,ef4d2b38133b44e0b46dc0e2,chip,472858,786,XXXX-XXXX-XXXX-0786,MASTERCARD,02/24,approved,0,Denise Greene,jeremy87@hotmail.com,(778)390-6482,Pennsylvania,Gabon,2025-02-05,0.084
f455f47e-d9c2-4f5a-9e88-5dc5f3d84347,8f2f486a-468c-45d1-bfd4-b7404a7f5cd7,2025-06-13 20:00:45,194.54,EUR,Hoover Group,electronics,843d45688c1b4b3bb6e447d2,chip,505383,3879,XXXX-XXXX-XXXX-3879,VISA,11/30,approved,0,Charlene Kline DDS,calderondavid@hotmail.com,001-628-717-9226x4410,BW,Kiribati,2024-11-19,0.324
309a9e75-2fe2-4a02-a44a-bd9999af1411,8dc8db24-8125-4a04-ad43-27936cb0fabe,2024-12-31 20:56:07,102.69,EUR,"Jones, Reed and Rice",travel,fc030ab4b873431991309122,contactless,511525,3007,XXXX-XXXX-XXXX-3007,VISA,07/30,approved,0,Kayla White,christopherhicks@hotmail.com,001-278-228-0329x741,Mississippi,Argentina,2025-10-06,0.463
a58a308c-ca75-43d6-b101-c494f8d25c05,93841628-f549-4fe2-91a9-054c24ae2865,2025-03-06 21:09:31,215.39,EUR,Alvarez-Gilbert,gaming,07f300e3d36642de939e453a,chip,518819,3012,XXXX-XXXX-XXXX-3012,DISCOVER,09/30,approved,0,Alex Garcia,jose84@hotmail.com,7104652117,Alaska,Greece,2025-05-20,0.894
52f6143f-c87e-4e37-8539-51eb18f72bcb,164a5014-aafc-4d16-b32f-49c264a12c23,2025-03-07 19:12:28,258.95,EUR,"Anderson, Owens and Mccarty",grocery,fc9ef0c609564b45b5b9fd39,chip,402109,844,XXXX-XXXX-XXXX-0844,MASTERCARD,04/24,approved,0,Herbert Gomez,jonathon11@yahoo.com,001-131-724-9883x6007,Oklahoma,British Virgin Islands,2025-03-04,0.011
cc52d9f7-700d-4c01-a4f4-e6fcdf2ad003,9ac09453-0fd2-4ddf-8434-af7d425bba96,2025-07-12 03:34:37,248.12,EUR,Howard and Sons,grocery,40d2f525e44643039efaa988,ecommerce,516492,7421,XXXX-XXXX-XXXX-7421,AMEX,05/29,approved,0,Luis Holland,davidwarren@gmail.com,022.008.5869,South Dakota,Bahamas,2025-03-08,0.517
6a419a1f-494f-4f67-bb5d-865b070e9e72,203d326a-1aab-4a3e-bd76-8b61576fba3a,2025-01-19 04:12:35,55.99,EUR,"Miller, Adams and Archer",grocery,1f90203e7f5b44208f9e0eaf,magstripe,534183,3225,XXXX-XXXX-XXXX-3225,MASTERCARD,06/24,approved,0,Anthony Jackson,gabriella33@yahoo.com,001-585-465-5488x3845,Connecticut,Gibraltar,2025-06-20,0.698
45ed1b47-14f4-4642-a010-d89519855a19,ee3d46f2-f272-4d3b-a072-ee0188d42237,2025-05-21 02:45:16,101.81,EUR,"Jordan, Wall and Willis",fashion,f6d27041442d46278a08d3df,wallet,452149,9516,XXXX-XXXX-XXXX-9516,MASTERCARD,11/27,approved,0,Mark Walker,henryashley@gmail.com,9764675825,Missouri,El Salvador,2025-08-04,0.822
34efd993-abe3-41fe-85f1-5625f1d753d0,eec20b60-f93c-4464-82b1-2522e9af4d67,2025-04-26 17:26:03,79.68,EUR,Rose-Smith,pharmacy,e06af85be2b441a2a0938ac2,contactless,541392,866,XXXX-XXXX-XXXX-0866,VISA,07/30,approved,0,Willie Castro,andersonmichael@yahoo.com,(456)492-6845,BE,Micronesia,2025-10-08,0.919
c969d3c2-56b6-4ea7-8538-f08a5ab3c0ca,a1de8b4c-66e7-4503-972d-e4bd7d9519b0,2025-07-29 09:05:11,128.78,EUR,"Walker, Booth and Hammond",restaurant,79119611d9ca4aa5844df04d,chip,484490,7184,XXXX-XXXX-XXXX-7184,DISCOVER,07/25,approved,0,Rhonda Pratt,michaelhayes@gmail.com,966.313.8766x51817,Louisiana,Trinidad and Tobago,2025-05-25,0.854
aac1d88d-87aa-4f6b-a30e-37891216c723,4df76657-618b-45c5-89a6-1d574de29bfd,2024-11-20 18:54:33,61.84,EUR,Rivers-Allen,grocery,fcb663988b9d412e94048c2c,magstripe,445307,9285,XXXX-XXXX-XXXX-9285,MASTERCARD,08/24,declined,0,Christine Trujillo,joshuamarquez@yahoo.com,001-296-177-1632,TG,Anguilla,2024-11-24,0.113
ef11ade9-7a03-44a0-beef-ac11cfaeabe4,8747c2cf-8f4b-4437-a8d2-65b47e579eac,2024-12-28 20:01:16,257.63,EUR,Wilson-Johnson,electronics,5846e05f338546039b6d4f1f,contactless,540211,5167,XXXX-XXXX-XXXX-5167,VISA,03/30,approved,0,Evan Ellis,tina43@yahoo.com,489-533-5247x074,Michigan,Isle of Man,2025-01-14,0.271
dff08ab0-2f2f-4dfb-a7f3-d273cf177539,06949146-3267-4710-9c41-071ffe140882,2024-10-18 08:00:25,192.2,EUR,Byrd LLC,fashion,301d2e4c85c64b4a87d7a57e,ecommerce,498875,126,XXXX-XXXX-XXXX-0126,DISCOVER,01/24,approved,0,Dennis Webb,matthew16@yahoo.com,(371)958-8358x1726,CM,Germany,2025-02-26,0.57
f924c4ad-6803-4a3b-974a-b30f6dea69f6,e0c00309-66d6-40d2-acbf-11c737ae6d5a,2025-07-05 12:33:32,306.8,EUR,Davis Inc,restaurant,be7c25dba69247c798edca52,chip,466377,9515,XXXX-XXXX-XXXX-9515,MASTERCARD,06/24,approved,0,Matthew Powell,bfrazier@yahoo.com,409.199.3638x9560,South Dakota,Bahamas,2025-08-10,0.282
1d5444a3-f3c8-4e07-8d08-297955869d43,71a90e67-801a-4e6e-8252-ec8b852e3e3f,2025-09-24 12:13:43,279.37,EUR,Morgan Ltd,pharmacy,853c185a2a1e49f0b232b704,wallet,488007,648,XXXX-XXXX-XXXX-0648,VISA,03/28,approved,0,Eric Summers,jessica89@yahoo.com,(077)333-5859,Nebraska,Saint Helena,2025-07-03,0.648
d2828baf-2bb3-4741-bf91-32893865f7d1,37cba4cd-a110-4dac-ae08-c5d8ebbda24e,2025-09-12 19:11:27,294.68,EUR,Aguilar-Sheppard,pharmacy,66d99f27f0504e819e892be2,wallet,537120,2069,XXXX-XXXX-XXXX-2069,DISCOVER,12/30,declined,0,Margaret Blackwell,kellie85@gmail.com,(070)450-1192x3414,EE,Dominica,2025-09-16,0.521
baed69bd-27f1-4278-b622-c982fb2b3757,bfcc9997-4c72-4f5f-832f-415f9a60b143,2025-05-17 03:27:29,94.69,EUR,"Welch, Lambert and Brown",grocery,442277776a4f49b78fdef89f,magstripe,492241,2771,XXXX-XXXX-XXXX-2771,MASTERCARD,09/24,approved,0,Rickey Parker,kellyfitzgerald@hotmail.com,820.651.3875,NZ,Ecuador,2024-12-31,0.927
5a2777c9-7022-42b0-bd32-e7144616f410,184382f0-4854-4a7e-90d0-310518902f8e,2025-06-19 16:22:22,126.36,EUR,Fisher-Johnson,gaming,3088c0bc9c47421b819a54b8,contactless,431280,1180,XXXX-XXXX-XXXX-1180,MASTERCARD,03/30,approved,0,Christopher Nguyen,matthewsilva@yahoo.com,0079300876,BT,Canada,2024-10-11,0.396
70f0a094-3eac-4feb-9598-6d6c3fbf4e3d,5ba7d1c2-b2e5-48e4-9298-4c72c1da278f,2025-06-25 02:38:34,152.01,EUR,"Simon, Duncan and Phillips",gaming,cf9fe73f2b0b4f4f80fd0bd4,chip,477742,8704,XXXX-XXXX-XXXX-8704,DISCOVER,09/26,approved,0,Patricia Morris,ospencer@hotmail.com,001-943-737-7811x33543,CG,Malawi,2025-02-19,0.235
20e0aec8-e88d-427b-af04-dc9e99cd5295,699c80db-b65a-44d2-962e-f9ee17df7a5c,2025-06-05 18:41:04,200.16,EUR,Gordon-Butler,fashion,057e07f7ca204376b84cc48b,contactless,409312,535,XXXX-XXXX-XXXX-0535,MASTERCARD,02/30,approved,0,Ashley Thompson,mariefowler@yahoo.com,(220)865-1903x43176,KP,French Southern Territories,2024-11-08,0.16
d72c43e6-f385-44e1-8afb-0aaa3791c5d2,5e442ea7-1c5d-4ecb-9321-b70d677c5a85,2025-07-27 15:23:40,98.21,EUR,Neal-Garcia,restaurant,f72ec6594f62400eb25f86f2,magstripe,400798,1928,XXXX-XXXX-XXXX-1928,MASTERCARD,09/27,approved,0,Ryan Long,stephanie06@yahoo.com,+1-067-029-8786,West Virginia,Jordan,2025-06-25,0.12
a2fdaaa7-f329-47bf-a935-fa73356e81a3,a65d999e-1e01-4c08-a02e-bf7c705d65bd,2025-01-18 16:52:34,162.34,EUR,Mcgee and Sons,grocery,6d1835d4b40a4f15b5b503fa,contactless,511500,7004,XXXX-XXXX-XXXX-7004,DISCOVER,01/29,approved,0,Savannah Gonzalez,jonescaitlyn@gmail.com,(104)160-0095,Alabama,British Indian Ocean Territory (Chagos Archipelago),2025-06-30,0.626
de9e8f4f-8a33-46f0-8f5f-2b8c01d390ef,6d6abdac-3e16-4bd8-9604-efabf62dca13,2024-12-11 09:38:54,268.71,EUR,Green Group,restaurant,34f10fa24eb840a4bea1cbeb,magstripe,532308,6311,XXXX-XXXX-XXXX-6311,AMEX,09/24,approved,0,John Thomas,lmartin@yahoo.com,9423038753,BE,Tanzania,2025-03-10,0.097
f2aa11ef-a043-42b1-bc82-35cf1301a5ef,7a221fd4-262f-4e4f-b880-fbab4f731120,2024-10-22 02:22:46,270.78,EUR,Lynch LLC,gaming,ba172b1e58b34285a1613a59,chip,432296,2455,XXXX-XXXX-XXXX-2455,DISCOVER,09/27,approved,0,Debbie Burton,ericbailey@gmail.com,947-572-7718x130,Iowa,Ghana,2025-05-16,0.406
fdd26b07-b47b-4bd3-bb0c-f47c1111db98,619f3cf1-9491-4611-bae9-64adbfb18428,2025-06-14 05:50:15,301.46,EUR,Berg-Kim,grocery,8780d63a7a4e4780b17d5666,chip,411857,21,XXXX-XXXX-XXXX-0021,DISCOVER,11/24,approved,0,Brent Reeves,ereed@gmail.com,+1-623-293-6408x46436,New Hampshire,Saint Helena,2025-08-02,0.86
3f44031e-5322-49f6-84f1-4bb649d302a6,e0e52f39-c7c6-49c9-895c-558497a55a93,2025-08-24 08:52:18,71.27,EUR,Sanchez-Nguyen,gaming,2b8a31997feb4d8a80077d3d,magstripe,538142,635,XXXX-XXXX-XXXX-0635,VISA,06/29,approved,0,Michelle Hall,qallen@gmail.com,(629)050-1105x94891,Alaska,Isle of Man,2025-03-09,0.685
3ff98100-99aa-4e21-b2a6-5f827a6c3c4a,c4766f17-ceef-48f1-b0c0-dd8f211874a3,2025-02-23 02:11:37,257.77,EUR,"Roach, Rollins and Williams",fashion,85831d98480145b494c65c78,wallet,511134,3475,XXXX-XXXX-XXXX-3475,MASTERCARD,09/24,approved,0,Andrew Johnson,hawkinsmatthew@yahoo.com,0417219426,Kansas,Burkina Faso,2025-08-03,0.422
7c977553-d1a4-4ba6-8a5f-11fb35fd86d8,c838d9a0-a1e1-4b58-95c0-d27d08222b18,2024-10-28 03:09:52,254.75,EUR,Ellison-Miller,gaming,6fd0c5ec09e34270b9b2bc92,ecommerce,498305,8733,XXXX-XXXX-XXXX-8733,AMEX,05/26,approved,0,Connie Richardson,tmaldonado@gmail.com,+1-408-610-1419x7142,Nebraska,Vietnam,2025-05-27,0.305
0df33852-714a-4d7f-86e2-1ad1f8e3d023,147d0dfc-2372-4739-ab34-b89941712e31,2025-06-22 01:54:44,55.66,EUR,Williams Group,pharmacy,1629f4030c0841b9aeeec9e0,wallet,427598,8889,XXXX-XXXX-XXXX-8889,VISA,03/26,approved,0,Carrie Dunlap,kyle89@yahoo.com,3909247916,CH,Mexico,2025-01-13,0.367
a4e57dfa-822f-4998-b1a5-a9b4c10f1221,54875723-e9c5-4195-99a4-87ef193ae1e7,2025-04-30 02:28:16,109.4,EUR,Francis Inc,grocery,c4ff35786efe4c4690b6a819,chip,458745,3576,XXXX-XXXX-XXXX-3576,VISA,05/26,approved,1,Amy Ford,cwright@hotmail.com,001-142-932-8801x061,New Mexico,Rwanda,2025-07-19,0.799
b6fc2187-2a94-41af-84b6-31836988968b,780d4a6f-166e-4779-bb27-c7a5e1dc8794,2025-03-01 07:27:57,311.93,EUR,Miller-Cunningham,restaurant,cc9ac2f249b3429cb06e9529,ecommerce,526760,6571,XXXX-XXXX-XXXX-6571,MASTERCARD,01/28,approved,0,Joy Webb,lanegina@hotmail.com,860-879-1976x86614,Arizona,Denmark,2024-12-06,0.018
