transaction_id,customer_id,name,email,phone_clean,dominio,risk_score,risk_level,created_at,customer_days_active,transaction_date,transaction_hour,hour,year,month,day,weekday,month_year,region_normalized,country_normalized,is_international,amount,currency,merchant,merchant_category,entry_mode,transaction_result,arn,card_type,card_bin6,card_last4,card_masked,card_expiry,is_fraud
5bdb5859-c938-477a-a455-87bd95a4c7d6,2d1e418e-e1d1-448e-b37d-c9ff9397357c,Patrick White,oliviamontes@gmail.com,8851350365007,gmail.com,0.382,Medio,2025-08-05,272,2024-11-06,10:27:33,0,2025,8,5,Tuesday,2025-08,Yemen,Jordan,1,224.56,EUR,Pierce Inc,gaming,chip,approved,4761182d0a9747079b6ac2d8,VISA,529220,9462,XXXX-XXXX-XXXX-9462,06/24,0
754c439a-9a98-4584-8311-76ea5184de25,83e791c8-5885-4602-a058-10b6d8ff60f3,Gary Buck,john21@gmail.com,00128072547652563,gmail.com,0.896,Alto,2025-01-30,24,2025-02-23,13:31:29,0,2025,1,30,Thursday,2025-01,Latvia,Marshall Islands,1,186.82,EUR,Roberts-Richardson,pharmacy,ecommerce,approved,8f7f3bc627094d1e901684b5,VISA,528608,8583,XXXX-XXXX-XXXX-8583,08/30,0
db43bd0e-8b08-4a25-9fbc-4da0bf82ffcd,4c59acc9-b485-45e3-a533-51e6ee6117aa,Victor Perez,owenstiffany@yahoo.com,62220646670657,yahoo.com,0.626,Medio,2025-02-10,87,2024-11-15,01:25:53,0,2025,2,10,Monday,2025-02,Massachusetts,Japan,1,132.52,EUR,"Hodges, Ramos and Reynolds",fashion,magstripe,approved,4d7de095ec774f24b317423a,DISCOVER,444431,8883,XXXX-XXXX-XXXX-8883,10/30,0
3850edb9-396c-4e31-bd54-9f41374c0829,c8487dc9-7ae0-4aae-b2e8-55f944596919,Edward Hamilton,christophermedina@hotmail.com,8663042536,hotmail.com,0.362,Medio,2025-02-16,58,2024-12-20,17:19:40,0,2025,2,16,Sunday,2025-02,Maryland,"Virgin Islands, British",1,167.76,EUR,White-Dominguez,pharmacy,chip,approved,14927a8b83aa49e5a2d928fc,MASTERCARD,471066,1282,XXXX-XXXX-XXXX-1282,05/27,0
e0d16989-52a6-4f36-9d9f-e48013c6f807,fb0b4dad-111a-4d76-aec1-abc9aea474f7,Kimberly Harvey,josephdaniel@gmail.com,15165498707825,gmail.com,0.388,Medio,2025-08-05,23,2025-07-13,06:29:45,0,2025,8,5,Tuesday,2025-08,"Venezuela, Bolivarian Republic of",Samoa,1,254.33,EUR,"Carpenter, Black and Brown",travel,magstripe,approved,ac52c64786c041be8baa6eb4,VISA,427133,7364,XXXX-XXXX-XXXX-7364,09/28,0
d59198a2-4edd-4c7d-b38b-35011f1e845f,740663bd-0111-499d-980c-acc2dc1aa6d5,Keith Miller,hurleyjason@hotmail.com,00143882706271796,hotmail.com,0.921,Alto,2025-10-07,142,2025-05-18,11:24:30,0,2025,10,7,Tuesday,2025-10,Dominican Republic,Iraq,1,140.73,EUR,Horne-Peterson,gaming,ecommerce,approved,6649b3a247ee46bca3f4e9a2,VISA,473398,1203,XXXX-XXXX-XXXX-1203,01/27,0
3bd4e4ec-ed39-4d09-99c7-60cbf8608cd5,edb4130f-399a-4ee8-9e65-89cf4654ac8d,Megan Graham,hoffmancourtney@yahoo.com,3148265779,yahoo.com,0.583,Medio,2024-10-19,104,2025-01-31,09:47:11,0,2024,10,19,Saturday,2024-10,United Kingdom,Zambia,1,150.26,EUR,Aguilar-Quinn,travel,chip,approved,9875d1084b0d4a949002fe1c,VISA,508994,437,XXXX-XXXX-XXXX-0437,05/30,0
a40f534f-2ab2-4fcf-8adb-4eca12484e23,a704bdc0-3710-47fe-a4d0-aed7bba9bbd6,Christopher Holder,fwilcox@gmail.com,214342018588842,gmail.com,0.446,Medio,2025-07-18,58,2025-05-21,18:09:48,0,2025,7,18,Friday,2025-07,Colorado,Guatemala,1,320.3,EUR,"Gonzalez, Salas and Alexander",fashion,wallet,approved,00ecaef851fe4da8af670b72,AMEX,549219,9152,XXXX-XXXX-XXXX-9152,05/26,0
48bf163b-f71d-4f74-994c-ee6bc0e41fd1,a5f53fda-7b49-4faf-b0b3-b153f4575762,Dawn Jones,wterrell@yahoo.com,0248152051,yahoo.com,0.554,Medio,2024-10-14,169,2025-04-01,11:00:30,0,2024,10,14,Monday,2024-10,Pennsylvania,Faroe Islands,1,122.88,EUR,Cole-Foster,gaming,wallet,approved,cab2b8b5d89a49a096932779,MASTERCARD,519679,3980,XXXX-XXXX-XXXX-3980,03/25,0
16d4372c-0f23-4848-be42-b0811885e3ff,6041b4a8-84f9-4498-94b2-2af3f96a3b0c,Rodney Lutz,davidhudson@yahoo.com,0542716622,yahoo.com,0.923,Alto,2024-12-01,34,2025-01-04,00:39:26,0,2024,12,1,Sunday,2024-12,Idaho,Bouvet Island (Bouvetoya),1,192.84,EUR,Harris-Brown,electronics,magstripe,approved,c419ff2bde19412fb267a9f2,VISA,537526,3868,XXXX-XXXX-XXXX-3868,04/30,0
6f06a66d-0322-4bed-8441-8ae18092500b,0cdd6b0c-3c37-4d90-847f-0e224d21b692,Lisa Moore,rachelwood@gmail.com,46914268314908,gmail.com,0.458,Medio,2025-02-11,124,2025-06-15,12:11:15,0,2025,2,11,Tuesday,2025-02,New York,New Zealand,1,229.23,EUR,Wood-Mays,gaming,wallet,approved,1e423bc997934c4daba5b450,AMEX,510287,3254,XXXX-XXXX-XXXX-3254,09/24,0
d03e204f-b992-494e-9165-fa88ac539985,ec5a46e4-d170-4e59-960f-e8842cf43e89,Laura Ross,sflynn@hotmail.com,520675922702841,hotmail.com,0.188,Bajo,2025-07-25,76,2025-05-10,10:28:59,0,2025,7,25,Friday,2025-07,Yemen,Tokelau,1,177.37,EUR,Jenkins-Townsend,restaurant,contactless,approved,539ffa17027946159b4bd346,VISA,547095,6371,XXXX-XXXX-XXXX-6371,11/28,0
26126422-4a4f-48a2-85ab-54a9de339407,3c2e124a-a29d-4e3f-9254-27df057b2ab6,Sue Juarez,heather49@hotmail.com,001849242368149159,hotmail.com,0.081,Bajo,2025-05-19,193,2024-11-07,15:49:20,0,2025,5,19,Monday,2025-05,Rhode Island,Thailand,1,136.42,EUR,"Boyer, Lamb and Woods",pharmacy,wallet,approved,bf231ab2e11f4df9bfa82e78,VISA,486554,7374,XXXX-XXXX-XXXX-7374,04/24,0
65bf8323-34e1-4efe-9545-67d741489b38,0cae5b6e-f769-40d5-a6a7-aa1446800124,Ruth Collins,lauren66@yahoo.com,0016911080693252,yahoo.com,0.954,Alto,2025-04-16,10,2025-04-06,22:25:31,0,2025,4,16,Wednesday,2025-04,Georgia,Paraguay,1,239.65,EUR,"Wheeler, Conner and Young",restaurant,magstripe,approved,878aba91899941f9969926dd,DISCOVER,490834,25,XXXX-XXXX-XXXX-0025,08/27,0
55b2f509-d503-42da-97c8-297dd2a4cfbf,e0399438-2ca8-407b-b55f-c4deaa8298c8,David Castaneda,townsendbryan@gmail.com,5062222148,gmail.com,0.967,Alto,2025-01-04,34,2025-02-07,22:51:01,0,2025,1,4,Saturday,2025-01,Hawaii,Korea,1,266.06,EUR,Cline LLC,pharmacy,chip,approved,feb52bee50524b81a427b3b7,VISA,460551,7970,XXXX-XXXX-XXXX-7970,01/25,0
36b4184d-e79f-4d73-8ffd-02949b597302,d32f045b-5b6f-431b-9069-1d5950f50412,Michael Miller,wilsonashley@hotmail.com,001948233198364222,hotmail.com,0.871,Alto,2025-04-21,56,2025-06-16,02:57:00,0,2025,4,21,Monday,2025-04,Rhode Island,Senegal,1,292.29,EUR,Thomas-Lee,restaurant,ecommerce,approved,dca0b2dd396a479cb2361ac3,VISA,402163,9749,XXXX-XXXX-XXXX-9749,12/28,0
3836431a-20f1-4558-bae9-6c96ba062bc5,dc808aaa-c7f7-43f0-bd07-df6115c2813d,Tommy Arnold,guzmanvictoria@gmail.com,027484107961373,gmail.com,0.248,Bajo,2025-01-04,147,2025-05-31,20:29:43,0,2025,1,4,Saturday,2025-01,Czechia,Togo,1,210.86,EUR,Diaz and Sons,travel,chip,approved,109e736f62d341ec8597c67f,VISA,531542,3557,XXXX-XXXX-XXXX-3557,09/24,0
e6cb4bbd-f19f-46a1-ab75-283774e196c2,ff6c29a0-3bd3-4e8b-a1b2-833f94bcb27a,Mary Meyer,ywaller@yahoo.com,00190665311509724,yahoo.com,0.721,Alto,2024-12-31,117,2025-04-27,05:29:27,0,2024,12,31,Tuesday,2024-12,Rhode Island,Timor-Leste,1,169.45,EUR,"Rodriguez, Frey and Reed",fashion,contactless,approved,7f05304ea9bc485da0e3a822,MASTERCARD,486368,9389,XXXX-XXXX-XXXX-9389,03/24,0
6622b057-432b-410f-a18f-8894b32012d9,bed1b64e-0b00-45a9-ad0c-fd7301a72a09,Christopher Meyer,marierichmond@gmail.com,6177139406,gmail.com,0.912,Alto,2025-01-29,83,2024-11-07,15:22:03,0,2025,1,29,Wednesday,2025-01,New Hampshire,Nicaragua,1,124.22,EUR,"Guzman, Newton and Reid",electronics,ecommerce,approved,1635d89665fb4dee80810c64,MASTERCARD,434715,7135,XXXX-XXXX-XXXX-7135,09/25,0
a8f59a58-e537-4733-a51e-76376e37aa40,d03ffb7b-0056-439b-9002-3bbc637c6b77,Julie Harvey,jdean@gmail.com,443715962748647,gmail.com,0.336,Medio,2025-09-17,4,2025-09-13,12:10:41,0,2025,9,17,Wednesday,2025-09,Iowa,Chile,1,385.32,EUR,"Mitchell, Dixon and Perez",pharmacy,contactless,approved,58008f3881b248959112f981,VISA,419331,9838,XXXX-XXXX-XXXX-9838,12/26,0
94319095-f62c-42fe-a918-0b5bc4b6f5ee,9ca37a8b-beac-4824-9da2-a2d974ac5cd8,Melissa Willis,jacob75@gmail.com,0016601409669,gmail.com,0.788,Alto,2025-04-24,189,2024-10-17,00:03:16,0,2025,4,24,Thursday,2025-04,Oklahoma,Mauritania,1,339.32,EUR,"Rodriguez, Garcia and Holland",gaming,contactless,approved,431ab365fea647dd96279d70,VISA,548719,9346,XXXX-XXXX-XXXX-9346,10/27,0
c9444a1b-6734-4d1b-8418-3af9483f7d57,47f39b4c-8801-403f-9367-287c69e504b7,Nathan Graham,robertberry@yahoo.com,00178354389578832,yahoo.com,0.282,Bajo,2025-05-19,26,2025-06-14,14:20:30,0,2025,5,19,Monday,2025-05,Missouri,Saudi Arabia,1,120.96,EUR,Thomas-Gay,travel,magstripe,approved,688cfe0d144a47fa9de1640c,AMEX,474432,9712,XXXX-XXXX-XXXX-9712,05/26,0
d91e97b2-0c91-4edb-b265-39c088678362,5ed4b023-0f31-4603-ad88-31402a850489,Michael Smith,chandlermichael@hotmail.com,16661663388051,hotmail.com,0.453,Medio,2024-10-14,92,2025-01-14,00:18:18,0,2024,10,14,Monday,2024-10,New York,Dominican Republic,1,89.59,EUR,Santana-Evans,pharmacy,chip,approved,c5cd782390b94a669e4b07bb,VISA,427817,978,XXXX-XXXX-XXXX-0978,10/28,0
2a6efe75-cf77-4610-a01f-ebbf139e78c2,511d817b-80bc-4e22-80e2-2ff6e89a0144,Antonio Barr,murraymichelle@yahoo.com,1949264215,yahoo.com,0.44,Medio,2025-06-25,48,2025-08-12,15:47:02,0,2025,6,25,Wednesday,2025-06,Oregon,Morocco,1,247.65,EUR,"Anderson, Burnett and Ramos",electronics,wallet,approved,6b046cb8e97d49aeaf1d0fb6,VISA,491050,4369,XXXX-XXXX-XXXX-4369,07/29,0
8adc4b00-5291-4687-979b-88071799a064,e2778082-0751-4a9f-a1b7-4818388b51d0,Amber Chapman,imoss@hotmail.com,394832528542913,hotmail.com,0.04,Bajo,2025-03-16,56,2025-05-11,09:25:10,0,2025,3,16,Sunday,2025-03,New York,Argentina,1,224.47,EUR,Nelson-Rose,travel,contactless,approved,622a0437ff7140baac524c3d,MASTERCARD,442442,5979,XXXX-XXXX-XXXX-5979,03/29,0
d1c0438e-0744-4785-b663-a3c6ce79ab7c,0f39fa4d-2e43-41d3-98dc-273b0b4a8b94,John Boone,wolfelisa@hotmail.com,3927898156,hotmail.com,0.236,Bajo,2025-06-26,232,2024-11-06,05:13:25,0,2025,6,26,Thursday,2025-06,Minnesota,Kenya,1,231.44,EUR,"Bass, Mccann and Davis",electronics,chip,approved,ae4d3510d1884893a15507eb,MASTERCARD,437722,9094,XXXX-XXXX-XXXX-9094,10/28,0
78b5f704-a9df-4a00-a961-723f0bbb0515,fe79283a-8bc3-45dc-b9c9-6b8c82285c00,Janet Ramirez,jose69@hotmail.com,7517284879817,hotmail.com,0.686,Medio,2025-03-17,181,2025-09-14,12:20:46,0,2025,3,17,Monday,2025-03,Minnesota,Saint Pierre and Miquelon,1,144.18,EUR,"Cruz, Dean and Larsen",electronics,ecommerce,approved,3d0e6f6f30b146c0bde53256,MASTERCARD,457096,8493,XXXX-XXXX-XXXX-8493,10/29,0
f8229991-b276-4cda-a0f1-f10a7fbfcf87,c4c4f5ec-8ccb-4add-848d-d50f6f10498e,Denise Greene,jeremy87@hotmail.com,7783906482,hotmail.com,0.084,Bajo,2025-02-05,25,2025-01-11,00:20:49,0,2025,2,5,Wednesday,2025-02,Pennsylvania,Gabon,1,119.43,EUR,Krueger Group,travel,chip,approved,ef4d2b38133b44e0b46dc0e2,MASTERCARD,472858,786,XXXX-XXXX-XXXX-0786,02/24,0
f455f47e-d9c2-4f5a-9e88-5dc5f3d84347,8f2f486a-468c-45d1-bfd4-b7404a7f5cd7,Charlene Kline Dds,calderondavid@hotmail.com,00162871792264410,hotmail.com,0.324,Medio,2024-11-19,206,2025-06-13,20:00:45,0,2024,11,19,Tuesday,2024-11,Botswana,Kiribati,1,194.54,EUR,Hoover Group,electronics,chip,approved,843d45688c1b4b3bb6e447d2,VISA,505383,3879,XXXX-XXXX-XXXX-3879,11/30,0
309a9e75-2fe2-4a02-a44a-bd9999af1411,8dc8db24-8125-4a04-ad43-27936cb0fabe,Kayla White,christopherhicks@hotmail.com,0012782280329741,hotmail.com,0.463,Medio,2025-10-06,279,2024-12-31,20:56:07,0,2025,10,6,Monday,2025-10,Mississippi,Argentina,1,102.69,EUR,"Jones, Reed and Rice",travel,contactless,approved,fc030ab4b873431991309122,VISA,511525,3007,XXXX-XXXX-XXXX-3007,07/30,0
a58a308c-ca75-43d6-b101-c494f8d25c05,93841628-f549-4fe2-91a9-054c24ae2865,Alex Garcia,jose84@hotmail.com,7104652117,hotmail.com,0.894,Alto,2025-05-20,75,2025-03-06,21:09:31,0,2025,5,20,Tuesday,2025-05,Alaska,Greece,1,215.39,EUR,Alvarez-Gilbert,gaming,chip,approved,07f300e3d36642de939e453a,DISCOVER,518819,3012,XXXX-XXXX-XXXX-3012,09/30,0
52f6143f-c87e-4e37-8539-51eb18f72bcb,164a5014-aafc-4d16-b32f-49c264a12c23,Herbert Gomez,jonathon11@yahoo.com,00113172498836007,yahoo.com,0.011,Bajo,2025-03-04,3,2025-03-07,19:12:28,0,2025,3,4,Tuesday,2025-03,Oklahoma,"Virgin Islands, British",1,258.95,EUR,"Anderson, Owens and Mccarty",grocery,chip,approved,fc9ef0c609564b45b5b9fd39,MASTERCARD,402109,844,XXXX-XXXX-XXXX-0844,04/24,0
cc52d9f7-700d-4c01-a4f4-e6fcdf2ad003,9ac09453-0fd2-4ddf-8434-af7d425bba96,Luis Holland,davidwarren@gmail.com,0220085869,gmail.com,0.517,Medio,2025-03-08,126,2025-07-12,03:34:37,0,2025,3,8,Saturday,2025-03,South Dakota,Bahamas,1,248.12,EUR,Howard and Sons,grocery,ecommerce,approved,40d2f525e44643039efaa988,AMEX,516492,7421,XXXX-XXXX-XXXX-7421,05/29,0
6a419a1f-494f-4f67-bb5d-865b070e9e72,203d326a-1aab-4a3e-bd76-8b61576fba3a,Anthony Jackson,gabriella33@yahoo.com,00158546554883845,yahoo.com,0.698,Medio,2025-06-20,152,2025-01-19,04:12:35,0,2025,6,20,Friday,2025-06,Connecticut,Gibraltar,1,55.99,EUR,"Miller, Adams and Archer",grocery,magstripe,approved,1f90203e7f5b44208f9e0eaf,MASTERCARD,534183,3225,XXXX-XXXX-XXXX-3225,06/24,0
45ed1b47-14f4-4642-a010-d89519855a19,ee3d46f2-f272-4d3b-a072-ee0188d42237,Mark Walker,henryashley@gmail.com,9764675825,gmail.com,0.822,Alto,2025-08-04,75,2025-05-21,02:45:16,0,2025,8,4,Monday,2025-08,Missouri,El Salvador,1,101.81,EUR,"Jordan, Wall and Willis",fashion,wallet,approved,f6d27041442d46278a08d3df,MASTERCARD,452149,9516,XXXX-XXXX-XXXX-9516,11/27,0
34efd993-abe3-41fe-85f1-5625f1d753d0,eec20b60-f93c-4464-82b1-2522e9af4d67,Willie Castro,andersonmichael@yahoo.com,4564926845,yahoo.com,0.919,Alto,2025-10-08,165,2025-04-26,17:26:03,0,2025,10,8,Wednesday,2025-10,Belgium,Micronesia,1,79.68,EUR,Rose-Smith,pharmacy,contactless,approved,e06af85be2b441a2a0938ac2,VISA,541392,866,XXXX-XXXX-XXXX-0866,07/30,0
c969d3c2-56b6-4ea7-8538-f08a5ab3c0ca,a1de8b4c-66e7-4503-972d-e4bd7d9519b0,Rhonda Pratt,michaelhayes@gmail.com,966313876651817,gmail.com,0.854,Alto,2025-05-25,65,2025-07-29,09:05:11,0,2025,5,25,Sunday,2025-05,Louisiana,Trinidad and Tobago,1,128.78,EUR,"Walker, Booth and Hammond",restaurant,chip,approved,79119611d9ca4aa5844df04d,DISCOVER,484490,7184,XXXX-XXXX-XXXX-7184,07/25,0
aac1d88d-87aa-4f6b-a30e-37891216c723,4df76657-618b-45c5-89a6-1d574de29bfd,Christine Trujillo,joshuamarquez@yahoo.com,0012961771632,yahoo.com,0.113,Bajo,2024-11-24,4,2024-11-20,18:54:33,0,2024,11,24,Sunday,2024-11,Togo,Anguilla,1,61.84,EUR,Rivers-Allen,grocery,magstripe,declined,fcb663988b9d412e94048c2c,MASTERCARD,445307,9285,XXXX-XXXX-XXXX-9285,08/24,0
ef11ade9-7a03-44a0-beef-ac11cfaeabe4,8747c2cf-8f4b-4437-a8d2-65b47e579eac,Evan Ellis,tina43@yahoo.com,4895335247074,yahoo.com,0.271,Bajo,2025-01-14,17,2024-12-28,20:01:16,0,2025,1,14,Tuesday,2025-01,Michigan,Isle of Man,1,257.63,EUR,Wilson-Johnson,electronics,contactless,approved,5846e05f338546039b6d4f1f,VISA,540211,5167,XXXX-XXXX-XXXX-5167,03/30,0
dff08ab0-2f2f-4dfb-a7f3-d273cf177539,06949146-3267-4710-9c41-071ffe140882,Dennis Webb,matthew16@yahoo.com,37195883581726,yahoo.com,0.57,Medio,2025-02-26,131,2024-10-18,08:00:25,0,2025,2,26,Wednesday,2025-02,Cameroon,Germany,1,192.2,EUR,Byrd LLC,fashion,ecommerce,approved,301d2e4c85c64b4a87d7a57e,DISCOVER,498875,126,XXXX-XXXX-XXXX-0126,01/24,0
f924c4ad-6803-4a3b-974a-b30f6dea69f6,e0c00309-66d6-40d2-acbf-11c737ae6d5a,Matthew Powell,bfrazier@yahoo.com,40919936389560,yahoo.com,0.282,Bajo,2025-08-10,36,2025-07-05,12:33:32,0,2025,8,10,Sunday,2025-08,South Dakota,Bahamas,1,306.8,EUR,Davis Inc,restaurant,chip,approved,be7c25dba69247c798edca52,MASTERCARD,466377,9515,XXXX-XXXX-XXXX-9515,06/24,0
1d5444a3-f3c8-4e07-8d08-297955869d43,71a90e67-801a-4e6e-8252-ec8b852e3e3f,Eric Summers,jessica89@yahoo.com,0773335859,yahoo.com,0.648,Medio,2025-07-03,83,2025-09-24,12:13:43,0,2025,7,3,Thursday,2025-07,Nebraska,Saint Helena,1,279.37,EUR,Morgan Ltd,pharmacy,wallet,approved,853c185a2a1e49f0b232b704,VISA,488007,648,XXXX-XXXX-XXXX-0648,03/28,0
d2828baf-2bb3-4741-bf91-32893865f7d1,37cba4cd-a110-4dac-ae08-c5d8ebbda24e,Margaret Blackwell,kellie85@gmail.com,07045011923414,gmail.com,0.521,Medio,2025-09-16,4,2025-09-12,19:11:27,0,2025,9,16,Tuesday,2025-09,Estonia,Dominica,1,294.68,EUR,Aguilar-Sheppard,pharmacy,wallet,declined,66d99f27f0504e819e892be2,DISCOVER,537120,2069,XXXX-XXXX-XXXX-2069,12/30,0
baed69bd-27f1-4278-b622-c982fb2b3757,bfcc9997-4c72-4f5f-832f-415f9a60b143,Rickey Parker,kellyfitzgerald@hotmail.com,8206513875,hotmail.com,0.927,Alto,2024-12-31,137,2025-05-17,03:27:29,0,2024,12,31,Tuesday,2024-12,New Zealand,Ecuador,1,94.69,EUR,"Welch, Lambert and Brown",grocery,magstripe,approved,442277776a4f49b78fdef89f,MASTERCARD,492241,2771,XXXX-XXXX-XXXX-2771,09/24,0
5a2777c9-7022-42b0-bd32-e7144616f410,184382f0-4854-4a7e-90d0-310518902f8e,Christopher Nguyen,matthewsilva@yahoo.com,0079300876,yahoo.com,0.396,Medio,2024-10-11,251,2025-06-19,16:22:22,0,2024,10,11,Friday,2024-10,Bhutan,Canada,1,126.36,EUR,Fisher-Johnson,gaming,contactless,approved,3088c0bc9c47421b819a54b8,MASTERCARD,431280,1180,XXXX-XXXX-XXXX-1180,03/30,0
70f0a094-3eac-4feb-9598-6d6c3fbf4e3d,5ba7d1c2-b2e5-48e4-9298-4c72c1da278f,Patricia Morris,ospencer@hotmail.com,001943737781133543,hotmail.com,0.235,Bajo,2025-02-19,126,2025-06-25,02:38:34,0,2025,2,19,Wednesday,2025-02,Congo,Malawi,1,152.01,EUR,"Simon, Duncan and Phillips",gaming,chip,approved,cf9fe73f2b0b4f4f80fd0bd4,DISCOVER,477742,8704,XXXX-XXXX-XXXX-8704,09/26,0
20e0aec8-e88d-427b-af04-dc9e99cd5295,699c80db-b65a-44d2-962e-f9ee17df7a5c,Ashley Thompson,mariefowler@yahoo.com,220865190343176,yahoo.com,0.16,Bajo,2024-11-08,209,2025-06-05,18:41:04,0,2024,11,8,Friday,2024-11,"Korea, Democratic People's Republic of",French Southern Territories,1,200.16,EUR,Gordon-Butler,fashion,contactless,approved,057e07f7ca204376b84cc48b,MASTERCARD,409312,535,XXXX-XXXX-XXXX-0535,02/30,0
d72c43e6-f385-44e1-8afb-0aaa3791c5d2,5e442ea7-1c5d-4ecb-9321-b70d677c5a85,Ryan Long,stephanie06@yahoo.com,10670298786,yahoo.com,0.12,Bajo,2025-06-25,32,2025-07-27,15:23:40,0,2025,6,25,Wednesday,2025-06,West Virginia,Jordan,1,98.21,EUR,Neal-Garcia,restaurant,magstripe,approved,f72ec6594f62400eb25f86f2,MASTERCARD,400798,1928,XXXX-XXXX-XXXX-1928,09/27,0
